Rating,Review,Class,Tokens
3,This isnt a terrible printer on its own but Epsons cartridges for it are a huge joke I started out using the pack that came with it Which literally lasted only a couple uses I was amazed I figured it was maybe just a sample pack and so I didnt get to upset I went and bought a new one at the store Same exact thing Even though I NEVER use color I found that the color ink would be gone extremely fast regardless and the black lasted maybe or pages Needless to say I just couldnt afford this I then bought some off brand cartridges off ebay and I was amazed The black ink lasted me about a year of daily printing or pages a day I have no clue how that is even possible but I was amazed Not the best printer but if you buy nonoem ink where there not filling it up a th of the way to rip you off then its alright I could care less about it voiding my warranty if it does I dont really want to deal with epson anyway,0,"['This', 'isnt', 'terrible', 'printer', 'Epsons', 'cartridges', 'huge', 'joke', 'I', 'started', 'using', 'pack', 'came', 'Which', 'literally', 'lasted', 'couple', 'uses', 'I', 'amazed', 'I', 'figured', 'maybe', 'sample', 'pack', 'I', 'didnt', 'get', 'upset', 'I', 'went', 'bought', 'new', 'one', 'store', 'Same', 'exact', 'thing', 'Even', 'though', 'I', 'NEVER', 'use', 'color', 'I', 'found', 'color', 'ink', 'would', 'gone', 'extremely', 'fast', 'regardless', 'black', 'lasted', 'maybe', 'pages', 'Needless', 'say', 'I', 'couldnt', 'afford', 'I', 'bought', 'brand', 'cartridges', 'ebay', 'I', 'amazed', 'The', 'black', 'ink', 'lasted', 'year', 'daily', 'printing', 'pages', 'day', 'I', 'clue', 'even', 'possible', 'I', 'amazed', 'Not', 'best', 'printer', 'buy', 'nonoem', 'ink', 'filling', 'th', 'way', 'rip', 'alright', 'I', 'could', 'care', 'less', 'voiding', 'warranty', 'I', 'dont', 'really', 'want', 'deal', 'epson', 'anyway']"
5,As usual HP quality insures that cartridges work as expected You can count on them working without difficulty Reliable product,1,"['As', 'usual', 'HP', 'quality', 'insures', 'cartridges', 'work', 'expected', 'You', 'count', 'working', 'without', 'difficulty', 'Reliable', 'product']"
4,Merchandise arrived as promise in excellent condition,1,"['Merchandise', 'arrived', 'promise', 'excellent', 'condition']"
1,I bought these for my classroom and I agree with Nicole they are all over the room They looked great at first but within a week the cut holes got too big and they were falling off all the time I am so bummed that I spent good money on these Next time I will use real tennis balls and get a dad to cut them for the chairs,0,"['I', 'bought', 'classroom', 'I', 'agree', 'Nicole', 'room', 'They', 'looked', 'great', 'first', 'within', 'week', 'cut', 'holes', 'got', 'big', 'falling', 'time', 'I', 'bummed', 'I', 'spent', 'good', 'money', 'Next', 'time', 'I', 'use', 'real', 'tennis', 'balls', 'get', 'dad', 'cut', 'chairs']"
5,Love this tray Im so bummed its sold out,1,"['Love', 'tray', 'Im', 'bummed', 'sold']"
5,Fits,1,['Fits']
3,box was not intact could have been secured better,0,"['box', 'intact', 'could', 'secured', 'better']"
5,Very helpful,1,"['Very', 'helpful']"
1,I have an older version of this printer The good It does all the AIO functions fairly well when working The major physical problem is a poorly designed feeder that clogs easily and is difficult to clear properly The horrible Really bad software Dishonest ink usage figures that shut down the printer instantaneously way before the ink is low So even if you check the ink level you cannot predict when it will run out One major problem is the software It frequently causes malfunctions Sometimes this can be resolved by downloading new drivers Other times it takes literally days working with tech support Beyond that the rigging of the printer to report low ink levels is dishonest and frankly fraudulent From posts on the net it seems that the ink refills timeout and after a date will give a lo ink reading even if the ink is not depleted This is important because of the very high cost of the cartridges The ink supply becomes low and the AIO shuts down totally even if it only tells you one ink is low So if it thinks you are low on cyan you cannot even print in black and white It seems there is no override on these machines What a shame I have an HP Laserjet that had a similar problem how to override the automatic shutdown months ago and I still have no decrease in print quality So regardless of the reason this happens this is dishonest In my case I rarely use my AIO for printing and even more rarely for color printing Last weekend I wanted to make my first I think color copy except for test pages and was told the yellow was low I replaced it Then I was told all the other inks were low So I replaced them No go I suspect that the dates on the cartidges are old I always like to have extras and these have been around for a year So it is pretty obvious to me that something is fishy and comments from others on the web would back up this train ofthought And dont think I have had it out for HP I have used their products and been extremely happy for years I know members of the Packard family Sadly their great products and support are now just a memory Im not sure any of the other manufacturers today are any better Havent tried them but will soon Dr N,0,"['I', 'older', 'version', 'printer', 'The', 'good', 'It', 'AIO', 'functions', 'fairly', 'well', 'working', 'The', 'major', 'physical', 'problem', 'poorly', 'designed', 'feeder', 'clogs', 'easily', 'difficult', 'clear', 'properly', 'The', 'horrible', 'Really', 'bad', 'software', 'Dishonest', 'ink', 'usage', 'figures', 'shut', 'printer', 'instantaneously', 'way', 'ink', 'low', 'So', 'even', 'check', 'ink', 'level', 'predict', 'run', 'One', 'major', 'problem', 'software', 'It', 'frequently', 'causes', 'malfunctions', 'Sometimes', 'resolved', 'downloading', 'new', 'drivers', 'Other', 'times', 'takes', 'literally', 'days', 'working', 'tech', 'support', 'Beyond', 'rigging', 'printer', 'report', 'low', 'ink', 'levels', 'dishonest', 'frankly', 'fraudulent', 'From', 'posts', 'net', 'seems', 'ink', 'refills', 'timeout', 'date', 'give', 'lo', 'ink', 'reading', 'even', 'ink', 'depleted', 'This', 'important', 'high', 'cost', 'cartridges', 'The', 'ink', 'supply', 'becomes', 'low', 'AIO', 'shuts', 'totally', 'even', 'tells', 'one', 'ink', 'low', 'So', 'thinks', 'low', 'cyan', 'even', 'print', 'black', 'white', 'It', 'seems', 'override', 'machines', 'What', 'shame', 'I', 'HP', 'Laserjet', 'similar', 'problem', 'override', 'automatic', 'shutdown', 'months', 'ago', 'I', 'still', 'decrease', 'print', 'quality', 'So', 'regardless', 'reason', 'happens', 'dishonest', 'In', 'case', 'I', 'rarely', 'use', 'AIO', 'printing', 'even', 'rarely', 'color', 'printing', 'Last', 'weekend', 'I', 'wanted', 'make', 'first', 'I', 'think', 'color', 'copy', 'except', 'test', 'pages', 'told', 'yellow', 'low', 'I', 'replaced', 'Then', 'I', 'told', 'inks', 'low', 'So', 'I', 'replaced', 'No', 'go', 'I', 'suspect', 'dates', 'cartidges', 'old', 'I', 'always', 'like', 'extras', 'around', 'year', 'So', 'pretty', 'obvious', 'something', 'fishy', 'comments', 'others', 'web', 'would', 'back', 'train', 'ofthought', 'And', 'dont', 'think', 'I', 'HP', 'I', 'used', 'products', 'extremely', 'happy', 'years', 'I', 'know', 'members', 'Packard', 'family', 'Sadly', 'great', 'products', 'support', 'memory', 'Im', 'sure', 'manufacturers', 'today', 'better', 'Havent', 'tried', 'soon', 'Dr', 'N']"
4,Great for the price you payholds your badge which is why I bought it does what you want it to without you having to break your bank,1,"['Great', 'price', 'payholds', 'badge', 'I', 'bought', 'want', 'without', 'break', 'bank']"
2,These are not the same quadrille book of the past the edges are not finished the book binding material if of a much lesser quality and not nearly as sturdy as I have been purchasing for the last decade,0,"['These', 'quadrille', 'book', 'past', 'edges', 'finished', 'book', 'binding', 'material', 'much', 'lesser', 'quality', 'nearly', 'sturdy', 'I', 'purchasing', 'last', 'decade']"
1,When I received the product there were no instructions included other than a reference to a website The website was very vague as to what to do to obtain more information about the product As far as I know the product does not work I dont know what to do with it,0,"['When', 'I', 'received', 'product', 'instructions', 'included', 'reference', 'website', 'The', 'website', 'vague', 'obtain', 'information', 'product', 'As', 'far', 'I', 'know', 'product', 'work', 'I', 'dont', 'know']"
1,This item doesnt work on the printer I didnt ship it back because it will end up costing more money,0,"['This', 'item', 'doesnt', 'work', 'printer', 'I', 'didnt', 'ship', 'back', 'end', 'costing', 'money']"
3,The ribbon doesnt seem to last too long and needs regular replacement In the past my ribbons lasted far longer than these Why Who knows,0,"['The', 'ribbon', 'doesnt', 'seem', 'last', 'long', 'needs', 'regular', 'replacement', 'In', 'past', 'ribbons', 'lasted', 'far', 'longer', 'Why', 'Who', 'knows']"
2,I am sorry to say these really didnt make me happy They arent really shimmers They dont write all that well Very unsmooth The colors are okay but I wouldnt rebuy,0,"['I', 'sorry', 'say', 'really', 'didnt', 'make', 'happy', 'They', 'arent', 'really', 'shimmers', 'They', 'dont', 'write', 'well', 'Very', 'unsmooth', 'The', 'colors', 'okay', 'I', 'wouldnt', 'rebuy']"
5,Very good price Works great,1,"['Very', 'good', 'price', 'Works', 'great']"
1,I bought this printer in late March and three months later it suddenly quit connecting to the computer network I went online for troubleshooting tips including the Canon website and nothing I tried worked Sure its under warranty but I have to box it up and send it to a Canon repair center I telecommute from my home office and cant do without a printer for several months while Canon figures out a solution One of the worst purchases Ive ever made on Amazon,0,"['I', 'bought', 'printer', 'late', 'March', 'three', 'months', 'later', 'suddenly', 'quit', 'connecting', 'computer', 'network', 'I', 'went', 'online', 'troubleshooting', 'tips', 'including', 'Canon', 'website', 'nothing', 'I', 'tried', 'worked', 'Sure', 'warranty', 'I', 'box', 'send', 'Canon', 'repair', 'center', 'I', 'telecommute', 'home', 'office', 'cant', 'without', 'printer', 'several', 'months', 'Canon', 'figures', 'solution', 'One', 'worst', 'purchases', 'Ive', 'ever', 'made', 'Amazon']"
5,Using it,1,['Using']
5,Good product would purchase again,1,"['Good', 'product', 'would', 'purchase']"
5,I went to Frys Electronics to see the demonstration for this printer and was very impressed I was previously an Epson printer fan but this all in one was a great buy The printing functions are on par with the Epsons I previously owned the scanned replaced the Epson I owned and the copier function was good too The WiFi connection was also great and handy with my Ipad The print quailty for photos werent as billiant as the Epson but close enough to justify the switch,1,"['I', 'went', 'Frys', 'Electronics', 'see', 'demonstration', 'printer', 'impressed', 'I', 'previously', 'Epson', 'printer', 'fan', 'one', 'great', 'buy', 'The', 'printing', 'functions', 'par', 'Epsons', 'I', 'previously', 'owned', 'scanned', 'replaced', 'Epson', 'I', 'owned', 'copier', 'function', 'good', 'The', 'WiFi', 'connection', 'also', 'great', 'handy', 'Ipad', 'The', 'print', 'quailty', 'photos', 'werent', 'billiant', 'Epson', 'close', 'enough', 'justify', 'switch']"
1,I am not sure where the damage occurred but approximately of the package had crinkled edges and could not be used for client purposes Because I had a pending order and no other stock on hand I salvaged what I could I love this paper and will continue to purchase just hope that quality assurance improves,0,"['I', 'sure', 'damage', 'occurred', 'approximately', 'package', 'crinkled', 'edges', 'could', 'used', 'client', 'purposes', 'Because', 'I', 'pending', 'order', 'stock', 'hand', 'I', 'salvaged', 'I', 'could', 'I', 'love', 'paper', 'continue', 'purchase', 'hope', 'quality', 'assurance', 'improves']"
3,Poor deallasted too short of a period less than months purched similar bulb from other company hrs ago lasted yrs,0,"['Poor', 'deallasted', 'short', 'period', 'less', 'months', 'purched', 'similar', 'bulb', 'company', 'hrs', 'ago', 'lasted', 'yrs']"
2,The belt clip is too short and has come off more than once I have to use the carabiner,0,"['The', 'belt', 'clip', 'short', 'come', 'I', 'use', 'carabiner']"
3,The Kohinoor looks like a great mechanical pencil however I found it lacking in two basic areas First no instructions come with it nor can I find any online instructions It is not obvious on how to add lead Second I find the lead breaks very easily So Im continueing my search for a great mechanical pencil,0,"['The', 'Kohinoor', 'looks', 'like', 'great', 'mechanical', 'pencil', 'however', 'I', 'found', 'lacking', 'two', 'basic', 'areas', 'First', 'instructions', 'come', 'I', 'find', 'online', 'instructions', 'It', 'obvious', 'add', 'lead', 'Second', 'I', 'find', 'lead', 'breaks', 'easily', 'So', 'Im', 'continueing', 'search', 'great', 'mechanical', 'pencil']"
4,Cheap material but useful,1,"['Cheap', 'material', 'useful']"
5,As expected,1,"['As', 'expected']"
5,I bought these and have been using the first print cartridge for a week It works perfectly The product is just as described and were official Pitney Bowes brand I will buy these gain when it comes time for more ink,1,"['I', 'bought', 'using', 'first', 'print', 'cartridge', 'week', 'It', 'works', 'perfectly', 'The', 'product', 'described', 'official', 'Pitney', 'Bowes', 'brand', 'I', 'buy', 'gain', 'comes', 'time', 'ink']"
